State,District,Market,Commodity,Variety,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price,
Uttar Pradesh,Raebarelli,Raibareilly,Arhar Dal(Tur Dal),Arhar Dal(Tur),14/09/2022,9325,9360,9350,
Uttar Pradesh,Raebarelli,Raibareilly,Banana,Banana - Ripe,14/09/2022,2160,2200,2180,
Uttar Pradesh,Raebarelli,Raibareilly,Barley (Jau),Dara,14/09/2022,2630,2650,2640,
Uttar Pradesh,Raebarelli,Raibareilly,Bengal Gram(Gram)(Whole),Desi (Whole),14/09/2022,5350,5370,5365,
Uttar Pradesh,Raebarelli,Raibareilly,Bhindi(Ladies Finger),Bhindi,14/09/2022,1275,1320,1300,
Uttar Pradesh,Raebarelli,Raibareilly,Bitter gourd,Bitter Gourd,14/09/2022,1600,1650,1620,
Uttar Pradesh,Raebarelli,Raibareilly,Black Gram (Urd Beans)(Whole),Black Gram (Whole),14/09/2022,7460,7480,7465,
Uttar Pradesh,Raebarelli,Raibareilly,Bottle gourd,Bottle Gourd,14/09/2022,980,1030,1000,
Uttar Pradesh,Raebarelli,Raibareilly,Brinjal,Round/Long,14/09/2022,1200,1250,1235,
Uttar Pradesh,Raebarelli,Raibareilly,Colacasia,Colacasia,14/09/2022,1630,1680,1650,
Uttar Pradesh,Raebarelli,Raibareilly,Cucumbar(Kheera),Cucumbar,14/09/2022,1675,1700,1680,
Uttar Pradesh,Raebarelli,Raibareilly,Garlic,Garlic,14/09/2022,2400,2475,2460,
Uttar Pradesh,Raebarelli,Raibareilly,Ginger(Green),Green Ginger,14/09/2022,3550,3600,3580,
Uttar Pradesh,Raebarelli,Raibareilly,Green Chilli,Green Chilly,14/09/2022,2875,2950,2900,
Uttar Pradesh,Raebarelli,Raibareilly,Lemon,Lemon,14/09/2022,4260,4300,4275,
Uttar Pradesh,Raebarelli,Raibareilly,Mousambi(Sweet Lime),Mousambi,14/09/2022,3650,3700,3660,
Uttar Pradesh,Raebarelli,Raibareilly,Mustard,Sarson(Black),14/09/2022,6550,6570,6560,
Uttar Pradesh,Raebarelli,Raibareilly,Mustard Oil,Mustard Oil,14/09/2022,15750,15775,15760,
Uttar Pradesh,Raebarelli,Raibareilly,Onion,Red,14/09/2022,1390,1425,1400,
Uttar Pradesh,Raebarelli,Raibareilly,Paddy(Dhan)(Common),Common,14/09/2022,2050,2080,2070,
Uttar Pradesh,Raebarelli,Raibareilly,Papaya,Papaya,14/09/2022,2360,2400,2375,
Uttar Pradesh,Raebarelli,Raibareilly,Pointed gourd (Parval),Pointed gourd (Parval),14/09/2022,2760,2800,2775,
Uttar Pradesh,Raebarelli,Raibareilly,Pomegranate,Pomogranate,14/09/2022,4975,5050,5020,
Uttar Pradesh,Raebarelli,Raibareilly,Potato,Desi,14/09/2022,1730,1775,1755,
Uttar Pradesh,Raebarelli,Raibareilly,Pumpkin,Pumpkin,14/09/2022,1360,1400,1370,
Uttar Pradesh,Raebarelli,Raibareilly,Raddish,Raddish,14/09/2022,1340,1360,1350,
Uttar Pradesh,Raebarelli,Raibareilly,Rice,Common,14/09/2022,2480,2530,2500,
Uttar Pradesh,Raebarelli,Raibareilly,Sponge gourd,Sponge gourd,14/09/2022,1275,1300,1280,
Uttar Pradesh,Raebarelli,Raibareilly,Tomato,Hybrid,14/09/2022,2580,2630,2600,
Uttar Pradesh,Raebarelli,Raibareilly,Wheat,Dara,14/09/2022,2260,2275,2270,
Uttar Pradesh,Raebarelli,Salon,Paddy(Dhan)(Common),Common,14/09/2022,1860,1870,1865,
Uttar Pradesh,Raebarelli,Salon,Potato,Desi,14/09/2022,1300,1320,1310,
Uttar Pradesh,Raebarelli,Salon,Wheat,Dara,14/09/2022,2150,2200,2175,
Uttar Pradesh,Rampur,Rampur,Apple,Delicious,14/09/2022,6950,7050,7000,
Uttar Pradesh,Rampur,Rampur,Banana,Desi(Bontha),14/09/2022,3050,3150,3100,
Uttar Pradesh,Rampur,Rampur,Banana - Green,Banana - Green,14/09/2022,1400,1500,1460,
Uttar Pradesh,Rampur,Rampur,Bottle gourd,Bottle Gourd,14/09/2022,1300,1400,1350,
Uttar Pradesh,Rampur,Rampur,Brinjal,Round,14/09/2022,1300,1400,1360,
Uttar Pradesh,Rampur,Rampur,Cabbage,Cabbage,14/09/2022,1700,1800,1760,
Uttar Pradesh,Rampur,Rampur,Capsicum,Capsicum,14/09/2022,2750,2850,2800,
Uttar Pradesh,Rampur,Rampur,Cauliflower,Cauliflower,14/09/2022,2400,2500,2450,
Uttar Pradesh,Rampur,Rampur,Cucumbar(Kheera),Cucumbar,14/09/2022,1520,1600,1560,
Uttar Pradesh,Rampur,Rampur,Green Chilli,Green Chilly,14/09/2022,2400,2500,2450,
Uttar Pradesh,Rampur,Rampur,Lemon,Lemon,14/09/2022,4800,4900,4850,
Uttar Pradesh,Rampur,Rampur,Mousambi(Sweet Lime),Mousambi,14/09/2022,3150,3250,3200,
Uttar Pradesh,Rampur,Rampur,Onion,Red,14/09/2022,1400,1475,1440,
Uttar Pradesh,Rampur,Rampur,Papaya,Papaya,14/09/2022,2150,2250,2200,
Uttar Pradesh,Rampur,Rampur,Pomegranate,Pomogranate,14/09/2022,5550,5650,5600,
Uttar Pradesh,Rampur,Rampur,Potato,Desi,14/09/2022,1500,1600,1550,
Uttar Pradesh,Rampur,Rampur,Tomato,Deshi,14/09/2022,2600,2700,2650,
Uttar Pradesh,Rampur,Shahabad,Apple,Other,14/09/2022,6800,7200,7000,
Uttar Pradesh,Rampur,Shahabad,Banana,Other,14/09/2022,1300,1500,1400,
Uttar Pradesh,Rampur,Shahabad,Wheat,Other,14/09/2022,2200,2250,2225,
Uttar Pradesh,Rampur,Shahabad,Wood,Eucalyptus,14/09/2022,490,510,500,
Uttar Pradesh,Rampur,Tanda(Rampur),Bhindi(Ladies Finger),Bhindi,14/09/2022,840,860,850,
Uttar Pradesh,Rampur,Tanda(Rampur),Bitter gourd,Other,14/09/2022,950,970,960,
Uttar Pradesh,Rampur,Tanda(Rampur),Bottle gourd,Bottle Gourd,14/09/2022,820,840,830,
Uttar Pradesh,Rampur,Tanda(Rampur),Brinjal,Other,14/09/2022,790,810,800,
Uttar Pradesh,Rampur,Tanda(Rampur),Colacasia,Other,14/09/2022,800,840,820,
Uttar Pradesh,Rampur,Tanda(Rampur),Cucumbar(Kheera),Cucumbar,14/09/2022,1200,1400,1300,
Uttar Pradesh,Rampur,Tanda(Rampur),Green Chilli,Green Chilly,14/09/2022,1400,1600,1500,
Uttar Pradesh,Rampur,Tanda(Rampur),Onion,Other,14/09/2022,810,830,820,
Uttar Pradesh,Rampur,Tanda(Rampur),Pumpkin,Other,14/09/2022,650,690,670,
Uttar Pradesh,Rampur,Tanda(Rampur),Raddish,Other,14/09/2022,550,590,570,
Uttar Pradesh,Rampur,Tanda(Rampur),Sponge gourd,Other,14/09/2022,850,890,870,
Uttar Pradesh,Rampur,Tanda(Rampur),Tomato,Deshi,14/09/2022,1200,1400,1300,
Uttar Pradesh,Rampur,Tanda(Rampur),Wood,Other,14/09/2022,330,350,340,
Uttar Pradesh,Rampur,Vilaspur,Apple,Delicious,14/09/2022,3300,3500,3400,
Uttar Pradesh,Rampur,Vilaspur,Banana,Banana - Ripe,14/09/2022,2300,2500,2400,
Uttar Pradesh,Rampur,Vilaspur,Bhindi(Ladies Finger),Bhindi,14/09/2022,900,1100,1000,
Uttar Pradesh,Rampur,Vilaspur,Brinjal,Brinjal,14/09/2022,900,1100,1000,
Uttar Pradesh,Rampur,Vilaspur,Mousambi(Sweet Lime),Mousambi,14/09/2022,2400,2600,2500,
Uttar Pradesh,Rampur,Vilaspur,Pomegranate,Pomogranate,14/09/2022,6400,6600,6500,
Uttar Pradesh,Rampur,Vilaspur,Raddish,Raddish,14/09/2022,700,900,800,
Uttar Pradesh,Rampur,Vilaspur,Ridgeguard(Tori),Other,14/09/2022,1300,1500,1400,
Uttar Pradesh,Saharanpur,Chutmalpur,Bhindi(Ladies Finger),Bhindi,14/09/2022,1400,1600,1500,
Uttar Pradesh,Saharanpur,Chutmalpur,Bottle gourd,Bottle Gourd,14/09/2022,400,500,450,
Uttar Pradesh,Saharanpur,Chutmalpur,Brinjal,Brinjal,14/09/2022,500,600,550,
Uttar Pradesh,Saharanpur,Chutmalpur,Cabbage,Cabbage,14/09/2022,1500,1700,1600,
Uttar Pradesh,Saharanpur,Chutmalpur,Colacasia,Colacasia,14/09/2022,1350,1550,1450,
Uttar Pradesh,Saharanpur,Chutmalpur,Cucumbar(Kheera),Cucumbar,14/09/2022,1500,1700,1600,
Uttar Pradesh,Saharanpur,Chutmalpur,Green Chilli,Green Chilly,14/09/2022,3000,3250,3110,
Uttar Pradesh,Saharanpur,Chutmalpur,Onion,Red,14/09/2022,1600,1800,1700,
Uttar Pradesh,Saharanpur,Chutmalpur,Potato,Potato,14/09/2022,1500,1700,1600,
Uttar Pradesh,Saharanpur,Chutmalpur,Pumpkin,Pumpkin,14/09/2022,700,800,750,
Uttar Pradesh,Saharanpur,Chutmalpur,Raddish,Raddish,14/09/2022,900,1100,1000,
Uttar Pradesh,Saharanpur,Chutmalpur,Ridgeguard(Tori),Ridgeguard(Tori),14/09/2022,600,700,650,
Uttar Pradesh,Saharanpur,Chutmalpur,Spinach,Spinach,14/09/2022,900,1100,1000,
Uttar Pradesh,Saharanpur,Chutmalpur,Tomato,Hybrid,14/09/2022,1500,1700,1600,
Uttar Pradesh,Saharanpur,Gangoh,Apple,Kasmir/Shimla - II,14/09/2022,4000,4500,4250,
Uttar Pradesh,Saharanpur,Gangoh,Banana - Green,Banana - Green,14/09/2022,1800,2000,1900,
Uttar Pradesh,Saharanpur,Gangoh,Bhindi(Ladies Finger),Bhindi,14/09/2022,1000,1500,1200,
Uttar Pradesh,Saharanpur,Gangoh,Bitter gourd,Bitter Gourd,14/09/2022,1500,2000,1750,
Uttar Pradesh,Saharanpur,Gangoh,Bottle gourd,Bottle Gourd,14/09/2022,800,1200,1000,
Uttar Pradesh,Saharanpur,Gangoh,Brinjal,Round/Long,14/09/2022,800,1200,1000,
Uttar Pradesh,Saharanpur,Gangoh,Cauliflower,Cauliflower,14/09/2022,4000,6000,5000,
Uttar Pradesh,Saharanpur,Gangoh,Colacasia,Colacasia,14/09/2022,1800,2200,2000,
Uttar Pradesh,Saharanpur,Gangoh,Cucumbar(Kheera),Cucumbar,14/09/2022,2800,3200,3000,
Uttar Pradesh,Saharanpur,Gangoh,Garlic,Garlic,14/09/2022,800,1000,900,
Uttar Pradesh,Saharanpur,Gangoh,Ginger(Green),Green Ginger,14/09/2022,3000,4000,3500,
Uttar Pradesh,Saharanpur,Gangoh,Green Chilli,Green Chilly,14/09/2022,2000,2500,2250,
Uttar Pradesh,Saharanpur,Gangoh,Guava,Guava,14/09/2022,1000,1450,1200,
Uttar Pradesh,Saharanpur,Gangoh,Lemon,Lemon,14/09/2022,4000,5000,4500,
Uttar Pradesh,Saharanpur,Gangoh,Onion,Red,14/09/2022,1200,1400,1300,
Uttar Pradesh,Saharanpur,Gangoh,Papaya,Papaya,14/09/2022,1000,1350,1200,
Uttar Pradesh,Saharanpur,Gangoh,Potato,Desi,14/09/2022,1200,1400,1300,
Uttar Pradesh,Saharanpur,Gangoh,Pumpkin,Pumpkin,14/09/2022,1000,1500,1250,
Uttar Pradesh,Saharanpur,Gangoh,Raddish,Raddish,14/09/2022,1800,2200,2000,
Uttar Pradesh,Saharanpur,Gangoh,Spinach,Spinach,14/09/2022,1000,1450,1200,
Uttar Pradesh,Saharanpur,Gangoh,Sponge gourd,Sponge gourd,14/09/2022,4000,5000,4250,
Uttar Pradesh,Saharanpur,Gangoh,Tomato,Deshi,14/09/2022,2500,3000,2750,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Banana - Green,Banana - Green,14/09/2022,1400,1465,1424,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Bhindi(Ladies Finger),Bhindi,14/09/2022,1700,1745,1724,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Bitter gourd,Bitter Gourd,14/09/2022,1800,1875,1825,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Bottle gourd,Bottle Gourd,14/09/2022,1500,1546,1524,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Brinjal,Round/Long,14/09/2022,1400,1465,1424,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Cauliflower,Local,14/09/2022,1700,1795,1742,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Colacasia,Colacasia,14/09/2022,1800,1885,1842,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Garlic,Average,14/09/2022,4100,4155,4120,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Ginger(Green),Green Ginger,14/09/2022,4800,4850,4825,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Green Chilli,Green Chilly,14/09/2022,3800,3840,3827,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Lemon,Lemon,14/09/2022,4200,4268,4237,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Onion,Red,14/09/2022,2100,2165,2143,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Potato,Desi,14/09/2022,1400,1446,1425,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Pumpkin,Pumpkin,14/09/2022,1300,1365,1325,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Raddish,Raddish,14/09/2022,800,845,823,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Ridgeguard(Tori),Ridgeguard(Tori),14/09/2022,1900,1975,1925,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Tinda,Tinda,14/09/2022,1600,1655,1628,
Uttar Pradesh,Saharanpur,Rampurmaniharan,Tomato,Deshi,14/09/2022,2800,2845,2831,
Uttar Pradesh,Saharanpur,Saharanpur,Apple,Kasmir/Shimla - II,14/09/2022,4250,4700,4500,
Uttar Pradesh,Saharanpur,Saharanpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),14/09/2022,9300,9685,9500,
Uttar Pradesh,Saharanpur,Saharanpur,Banana - Green,Banana - Green,14/09/2022,1600,1850,1725,
Uttar Pradesh,Saharanpur,Saharanpur,Barley (Jau),Dara,14/09/2022,2550,2760,2660,
Uttar Pradesh,Saharanpur,Saharanpur,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,14/09/2022,6160,6500,6330,
Uttar Pradesh,Saharanpur,Saharanpur,Bengal Gram(Gram)(Whole),Desi (Whole),14/09/2022,5570,5900,5740,
Uttar Pradesh,Saharanpur,Saharanpur,Bhindi(Ladies Finger),Bhindi,14/09/2022,1830,2085,1960,
Uttar Pradesh,Saharanpur,Saharanpur,Black Gram Dal (Urd Dal),Black Gram Dal,14/09/2022,8750,9130,8950,
Uttar Pradesh,Saharanpur,Saharanpur,Bottle gourd,Bottle Gourd,14/09/2022,1170,1420,1300,
Uttar Pradesh,Saharanpur,Saharanpur,Brinjal,Round/Long,14/09/2022,1620,1880,1750,
Uttar Pradesh,Saharanpur,Saharanpur,Cabbage,Cabbage,14/09/2022,1870,2125,2000,
Uttar Pradesh,Saharanpur,Saharanpur,Capsicum,Capsicum,14/09/2022,2870,3170,3020,
Uttar Pradesh,Saharanpur,Saharanpur,Colacasia,Colacasia,14/09/2022,1825,2085,1960,
Uttar Pradesh,Saharanpur,Saharanpur,Cucumbar(Kheera),Cucumbar,14/09/2022,1820,2080,1950,
Uttar Pradesh,Saharanpur,Saharanpur,Garlic,Garlic,14/09/2022,3050,3350,3200,
Uttar Pradesh,Saharanpur,Saharanpur,Ginger(Green),Green Ginger,14/09/2022,3400,3700,3550,
Uttar Pradesh,Saharanpur,Saharanpur,Green Chilli,Green Chilly,14/09/2022,2420,2680,2550,
Uttar Pradesh,Saharanpur,Saharanpur,Green Gram (Moong)(Whole),Green (Whole),14/09/2022,7600,7975,7800,
Uttar Pradesh,Saharanpur,Saharanpur,Green Gram Dal (Moong Dal),Green Gram Dal,14/09/2022,8400,8780,8600,
Uttar Pradesh,Saharanpur,Saharanpur,Gur(Jaggery),Yellow,14/09/2022,3420,3680,3550,
Uttar Pradesh,Saharanpur,Saharanpur,Lemon,Lemon,14/09/2022,3850,4150,4000,
Uttar Pradesh,Saharanpur,Saharanpur,Lentil (Masur)(Whole),Masoor Gola,14/09/2022,7340,7700,7530,
Uttar Pradesh,Saharanpur,Saharanpur,Maize,Yellow,14/09/2022,2170,2380,2280,
Uttar Pradesh,Saharanpur,Saharanpur,Masur Dal,Masur Dal,14/09/2022,9025,9400,9230,
Uttar Pradesh,Saharanpur,Saharanpur,Mousambi(Sweet Lime),Mousambi,14/09/2022,2300,2600,2450,
Uttar Pradesh,Saharanpur,Saharanpur,Mustard,Sarson(Black),14/09/2022,6100,6375,6250,
Uttar Pradesh,Saharanpur,Saharanpur,Mustard Oil,Mustard Oil,14/09/2022,15500,15900,15700,
Uttar Pradesh,Saharanpur,Saharanpur,Onion,Red,14/09/2022,1240,1500,1370,
Uttar Pradesh,Saharanpur,Saharanpur,Papaya,Papaya,14/09/2022,2100,2400,2250,
Uttar Pradesh,Saharanpur,Saharanpur,Peas(Dry),Peas(Dry),14/09/2022,6180,6520,6350,
Uttar Pradesh,Saharanpur,Saharanpur,Pomegranate,Pomogranate,14/09/2022,5500,5900,5700,
Uttar Pradesh,Saharanpur,Saharanpur,Potato,Desi,14/09/2022,1530,1785,1660,
Uttar Pradesh,Saharanpur,Saharanpur,Pumpkin,Pumpkin,14/09/2022,1220,1480,1350,
Uttar Pradesh,Saharanpur,Saharanpur,Rice,III,14/09/2022,2875,3125,3000,
Uttar Pradesh,Saharanpur,Saharanpur,Tomato,Hybrid,14/09/2022,1820,2080,1950,
Uttar Pradesh,Saharanpur,Saharanpur,Wheat,Dara,14/09/2022,2270,2425,2350,
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Bitter gourd,Bitter Gourd,14/09/2022,750,900,800,
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Bottle gourd,Bottle Gourd,14/09/2022,750,900,800,
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Brinjal,Brinjal,14/09/2022,650,800,700,
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Green Chilli,Green Chilly,14/09/2022,1450,1600,1500,
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Lemon,Lemon,14/09/2022,2960,3100,3000,
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Onion,Red,14/09/2022,950,1100,1000,
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Potato,Desi,14/09/2022,950,1100,1000,
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Tomato,Hybrid,14/09/2022,960,1100,1000,
Uttar Pradesh,Shahjahanpur,Jalalabad,Brinjal,Round/Long,14/09/2022,560,600,580,
Uttar Pradesh,Shahjahanpur,Jalalabad,Pumpkin,Pumpkin,14/09/2022,450,500,475,
Uttar Pradesh,Shahjahanpur,Jalalabad,Raddish,Raddish,14/09/2022,400,450,425,
Uttar Pradesh,Shahjahanpur,Jalalabad,Sponge gourd,Sponge gourd,14/09/2022,600,700,650,
Uttar Pradesh,Shahjahanpur,Puwaha,Apple,Delicious,14/09/2022,6900,7100,7000,
Uttar Pradesh,Shahjahanpur,Puwaha,Arhar Dal(Tur Dal),Arhar Dal(Tur),14/09/2022,8955,9155,9055,
Uttar Pradesh,Shahjahanpur,Puwaha,Banana,Banana - Ripe,14/09/2022,2725,2925,2825,
Uttar Pradesh,Shahjahanpur,Puwaha,Bengal Gram(Gram)(Whole),Small (Split),14/09/2022,5750,5950,5850,
Uttar Pradesh,Shahjahanpur,Puwaha,Black Gram Dal (Urd Dal),Black Gram Dal,14/09/2022,8935,9135,9035,
Uttar Pradesh,Shahjahanpur,Puwaha,Bottle gourd,Bottle Gourd,14/09/2022,1200,1400,1300,
Uttar Pradesh,Shahjahanpur,Puwaha,Brinjal,Round/Long,14/09/2022,1150,1350,1250,
Uttar Pradesh,Shahjahanpur,Puwaha,Garlic,Garlic,14/09/2022,3300,3500,3400,
Uttar Pradesh,Shahjahanpur,Puwaha,Ginger(Green),Green Ginger,14/09/2022,3550,3750,3650,
Uttar Pradesh,Shahjahanpur,Puwaha,Green Chilli,Green Chilly,14/09/2022,2400,2600,2500,
Uttar Pradesh,Shahjahanpur,Puwaha,Green Gram Dal (Moong Dal),Green Gram Dal,14/09/2022,8940,9140,9040,
Uttar Pradesh,Shahjahanpur,Puwaha,Gur(Jaggery),Red,14/09/2022,3340,3540,3440,
Uttar Pradesh,Shahjahanpur,Puwaha,Lemon,Lemon,14/09/2022,4750,4950,4850,
Uttar Pradesh,Shahjahanpur,Puwaha,Masur Dal,Masur Dal,14/09/2022,8325,8525,8425,
Uttar Pradesh,Shahjahanpur,Puwaha,Mustard Oil,Mustard Oil,14/09/2022,15120,15320,15220,
Uttar Pradesh,Shahjahanpur,Puwaha,Onion,Red,14/09/2022,1315,1515,1415,
Uttar Pradesh,Shahjahanpur,Puwaha,Pomegranate,Pomogranate,14/09/2022,5600,5800,5700,
Uttar Pradesh,Shahjahanpur,Puwaha,Potato,Desi,14/09/2022,1420,1620,1520,
Uttar Pradesh,Shahjahanpur,Puwaha,Pumpkin,Pumpkin,14/09/2022,1180,1380,1280,
Uttar Pradesh,Shahjahanpur,Puwaha,Raddish,Raddish,14/09/2022,1100,1300,1200,
Uttar Pradesh,Shahjahanpur,Puwaha,Rice,III,14/09/2022,2500,2700,2600,
Uttar Pradesh,Shahjahanpur,Puwaha,Tomato,Hybrid,14/09/2022,2500,2700,2600,
Uttar Pradesh,Shahjahanpur,Puwaha,Wheat,Dara,14/09/2022,2190,2390,2290,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Apple,Simla,14/09/2022,7250,7380,7315,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),14/09/2022,8900,9020,8960,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Banana,Banana - Ripe,14/09/2022,2800,2920,2860,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Banana - Green,Banana - Green,14/09/2022,1440,1560,1500,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Bottle gourd,Bottle Gourd,14/09/2022,1270,1370,1310,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Cabbage,Cabbage,14/09/2022,1915,2040,1970,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Cauliflower,Cauliflower,14/09/2022,2420,2540,2485,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Mousambi(Sweet Lime),Mousambi,14/09/2022,3050,3150,3100,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Onion,Red,14/09/2022,1370,1490,1425,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Papaya,Papaya,14/09/2022,2160,2280,2215,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Potato,Desi,14/09/2022,1380,1500,1450,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Pumpkin,Pumpkin,14/09/2022,1270,1400,1330,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Rice,Common,14/09/2022,2660,2800,2720,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Ridgeguard(Tori),Ridgeguard(Tori),14/09/2022,1340,1460,1400,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Tomato,Deshi,14/09/2022,2250,2400,2320,
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Wheat,Dara,14/09/2022,2220,2350,2290,
Uttar Pradesh,Shahjahanpur,Tilhar,Banana,Other,14/09/2022,985,1025,1000,
Uttar Pradesh,Shahjahanpur,Tilhar,Bhindi(Ladies Finger),Bhindi,14/09/2022,560,640,600,
Uttar Pradesh,Shahjahanpur,Tilhar,Bottle gourd,Bottle Gourd,14/09/2022,370,430,400,
Uttar Pradesh,Shahjahanpur,Tilhar,Cauliflower,Cauliflower,14/09/2022,1380,1425,1400,
Uttar Pradesh,Shahjahanpur,Tilhar,Colacasia,Colacasia,14/09/2022,1750,1850,1800,
Uttar Pradesh,Shahjahanpur,Tilhar,Cucumbar(Kheera),Other,14/09/2022,560,640,600,
Uttar Pradesh,Shahjahanpur,Tilhar,Potato,Potato,14/09/2022,790,815,800,
Uttar Pradesh,Shahjahanpur,Tilhar,Pumpkin,Pumpkin,14/09/2022,475,525,500,
Uttar Pradesh,Shahjahanpur,Tilhar,Tomato,Tomato,14/09/2022,950,1050,1000,
Uttar Pradesh,Shravasti,Payagpur,Ginger(Green),Green Ginger,14/09/2022,2800,3200,3000,
Uttar Pradesh,Shravasti,Payagpur,Green Chilli,Green Chilly,14/09/2022,1800,2200,2000,
Uttar Pradesh,Shravasti,Payagpur,Onion,Red,14/09/2022,1500,1700,1600,
Uttar Pradesh,Shravasti,Payagpur,Potato,Red,14/09/2022,1500,1800,1700,
Uttar Pradesh,Shravasti,Payagpur,Tomato,Other,14/09/2022,200,2200,2100,
Uttar Pradesh,Siddharth Nagar,Naugarh,Apple,Delicious,14/09/2022,5760,5780,5770,
Uttar Pradesh,Siddharth Nagar,Naugarh,Banana - Green,Banana - Green,14/09/2022,1410,1430,1420,
Uttar Pradesh,Siddharth Nagar,Naugarh,Bengal Gram(Gram)(Whole),Desi (Whole),14/09/2022,5530,5550,5540,
Uttar Pradesh,Siddharth Nagar,Naugarh,Bhindi(Ladies Finger),Bhindi,14/09/2022,1210,1240,1230,
Uttar Pradesh,Siddharth Nagar,Naugarh,Bitter gourd,Bitter Gourd,14/09/2022,2160,2185,2180,
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Apple,Delicious,14/09/2022,5600,5800,5700,
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Banana,Amruthapani,14/09/2022,1650,1750,1700,
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Banana - Green,Banana - Green,14/09/2022,1400,1500,1450,
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Bhindi(Ladies Finger),Bhindi,14/09/2022,1300,1320,1310,
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Bottle gourd,Bottle Gourd,14/09/2022,1200,1300,1250,
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Brinjal,Brinjal,14/09/2022,1400,1500,1450,
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Onion,Red,14/09/2022,1550,1610,1600,
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Paddy(Dhan)(Common),Common,14/09/2022,1890,2040,2040,
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Pointed gourd (Parval),Pointed gourd (Parval),14/09/2022,2500,2600,2550,
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Potato,Desi,14/09/2022,1450,1500,1470,
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Ridgeguard(Tori),Ridgeguard(Tori),14/09/2022,1600,1620,1610,
Uttar Pradesh,Siddharth Nagar,Sahiyapur,Wheat,Dara,14/09/2022,2000,2015,2015,
Uttar Pradesh,Sitapur,Mehmoodabad,Apple,Golden,14/09/2022,6570,6710,6640,
Uttar Pradesh,Sitapur,Mehmoodabad,Banana,Banana - Ripe,14/09/2022,2550,2680,2610,
Uttar Pradesh,Sitapur,Mehmoodabad,Garlic,Garlic,14/09/2022,3165,3240,3200,
Uttar Pradesh,Sitapur,Mehmoodabad,Ginger(Green),Green Ginger,14/09/2022,3380,3440,3410,
Uttar Pradesh,Sitapur,Mehmoodabad,Green Chilli,Green Chilly,14/09/2022,3810,3875,3845,
Uttar Pradesh,Sitapur,Mehmoodabad,Lemon,Lemon,14/09/2022,4310,4450,4380,
Uttar Pradesh,Sitapur,Mehmoodabad,Onion,Red,14/09/2022,1430,1500,1455,
